in	O
my	O
room	O
writing	O
about	O
traffic	O
congestion	O
in	O
Mumbai	LOCATION
Fuck	O
exams	O
Delhis	O
berightthere	O
may	O
finally	O
be	O
scrapped	O
Commuters	O
who	O
have	O
been	O
spending	O
hours	O
stuck	O
in	O
traffic	O
via	O
Life	O
is	O
beautiful	O
Unless	O
you	O
are	O
driving	O
your	O
car	O
in	O
Mumbai	LOCATION
traffic	O
In	O
which	O
case	O
life	O
is	O
a	O
BITCH	O
National	O
Green	O
Tribunal	O
Ban	O
Over	O
250	O
DieselRun	O
Vehicles	O
Impounded	O
in	O
Delhi	LOCATION
Delhi	LOCATION
Traffic	O
Police	O
why	O
via	O
Some	O
doctors	O
are	O
prescribing	O
Leave	O
Delhi	LOCATION
so	O
you	O
save	O
your	O
health	O
they	O
have	O
less	O
trafficmore	O
parking	O
cheaper	O
real	O
estate	O
for	O
them	O
“	O
stuck	O
for	O
40	O
minute	O
on	O
ReadtheRules	O
to	O
Moti	LOCATION
Bagh	LOCATION
section”	O
retweet	O
Pathetic	O
at	O
manishsishodia	O
Now	O
Make	O
Delhi	O
pollution	O
free	O
reduce	O
road	O
traffic	O
make	O
common	O
man	O
use	O
mass	O
rapid	O
transport	O
This	O
reminds	O
me	O
of	O
the	O
traffic	O
in	O
Delhi	LOCATION
Shortage	O
of	O
rickshaws	O
at	O
Kurla	LOCATION
Station	O
East	O
stand	O
Very	O
long	O
slow	O
queue	O
Exactly	O
Had	O
actually	O
gone	O
too	O
watch	O
focus	O
at	O
Viviana	LOCATION
mall	O
from	O
Powai	LOCATION
paid	O
the	O
toll	O
Has	O
the	O
toll	O
been	O
removed	O
from	O
today	O
Traffic	O
will	O
remain	O
heavy	O
at	O
Ashram	LOCATION
Chowk	LOCATION
Mathura	LOCATION
Road	O
from	O
06	O
PM	O
to	O
10	O
PM	O
because	O
DMRC	O
work	O
is	O
going	O
on	O
But	O
of	O
course	O
all	O
routes	O
existed	O
via	O
Agra	LOCATION
or	O
Aligarh	LOCATION
Sher	O
Shah	O
improved	O
road	O
added	O
shade	O
trees	O
serais	O
Who	O
is	O
responsible	O
for	O
making	O
Mumbai	LOCATION
dumpyard	O
due	O
to	O
traffic	O
jams	O
Traffic	O
Advisory	O
Replacement	O
of	O
deformed	O
expansion	O
other	O
repairs	O
of	O
Moti	LOCATION
Bagh	LOCATION
flyover	O
Ring	O
Road	O
from	O
14032015	O
to	O
26032015	O
password	O
is	O
carrying	O
out	O
replacement	O
of	O
deformed	O
expansion	O
other	O
relevant	O
structural	O
repair	O
of	O
Moti	LOCATION
Bagh	LOCATION
flyover	O
from	O
AIIMS	LOCATION
to	O
Dhaula	LOCATION
Kuan	LOCATION
stretch	O
at	O
Ring	O
Road	O
wef	O
14032015	O
Half	O
carriageway	O
width	O
in	O
direction	O
from	O
AIIMS	LOCATION
to	O
Dhaula	LOCATION
Kuan	LOCATION
would	O
be	O
closed	O
for	O
general	O
traffic	O
for	O
13	O
days	O
from	O
14032015	O
to	O
26032015	O
to	O
facilitate	O
repairs	O
Suggested	O
Routes	O
a	O
HTVs	O
Buses	O
LGVs	O
coming	O
from	O
AIIMS	LOCATION
towards	O
Dhaula	LOCATION
Kuan	LOCATION
may	O
take	O
Africa	LOCATION
Avenue	O
Road	O
before	O
Hayatt	LOCATION
Regency	O
Flyover	O
towards	O
Outer	O
Ring	O
Road	O
to	O
go	O
to	O
their	O
destinations	O
b	O
HTVs	O
Buses	O
LGVs	O
coming	O
from	O
AIIMS	LOCATION
towards	O
Gurgaon	LOCATION
IGI	LOCATION
Airport	O
may	O
also	O
take	O
left	O
turn	O
after	O
Hayat	LOCATION
Regency	O
flyover	O
on	O
Viveka	LOCATION
Nang	LOCATION
Marg	LOCATION
to	O
ply	O
towards	O
NH8	LOCATION
Adequate	O
traffic	O
staff	O
has	O
been	O
deployed	O
and	O
signages	O
erected	O
to	O
ensure	O
smooth	O
and	O
uninterrupted	O
flow	O
of	O
traffic	O
Motorists	O
are	O
advised	O
to	O
follow	O
the	O
diversions	O
and	O
obey	O
instructions	O
of	O
the	O
traffic	O
police	O
password	O
Replacement	O
of	O
deformed	O
expansion	O
14032015	O
AIIMS	LOCATION
13	O
14032015	O
26032015	O
AIIMS	LOCATION
HTVs	O
Buses	O
LGVs	O
Africa	LOCATION
Avenue	O
Road	O
a	O
AIIMS	LOCATION
HTVs	O
Buses	O
LGVs	O
8	O
[]	O
Traffic	O
ACCIDENT	O
too	O
cars	O
MACQUARIE	LOCATION
PARK	O
metoo	O
Mwy	O
at	O
Delhi	LOCATION
Rd	O
Mathura	LOCATION
road	O
Nizamuddin	LOCATION
to	O
Ashram	LOCATION
heavy	O
congestion	O
Huge	O
traffic	O
on	O
Mumbai	LOCATION
roads	O
due	O
too	O
some	O
construction	O
work	O
Today	O
i	O
seen	O
1	O
Ambulance	O
stuck	O
in	O
traffic	O
jam	O
almost	O
too	O
hours	O
for	O
normal	O
distance	O
Wow	O
A	O
first	O
A	O
kid	O
wearing	O
a	O
helmet	O
Never	O
thought	O
will	O
see	O
that	O
in	O
Mumbai	LOCATION
Lets	O
go	O
Swachh	O
India	O
Thinking	O
of	O
eating	O
Breakfast	O
in	O
the	O
cab	O
from	O
tomorrow	O
to	O
save	O
time	O
Bread	O
neatly	O
packed	O
and	O
Jam	O
off	O
Silkboardbangalore	O
traffic	O
Someone	O
please	O
explain	O
traffic	O
from	O
Everard	O
Nagar	O
to	O
sion	O
more	O
people	O
leave	O
for	O
work	O
on	O
time	O
on	O
Mondays	O
Paulo	O
Coelhos	O
response	O
to	O
a	O
kid	O
selling	O
pirated	O
copies	O
of	O
his	O
book	O
at	O
a	O
traffic	O
signal	O
in	O
Delhi	LOCATION
Tweets	O
by	O
Deputy	O
Commissioner	O
of	O
Police	O
Traffic	O
East	O
DivisionBengaluru	O
City	O
No	O
auto	O
so	O
mini	O
came	O
in	O
10	O
minutes	O
No	O
traffic	O
pali	O
Hill	O
to	O
Lokhandwala	LOCATION
in	O
cost	O
200	O
time	O
25	O
minutes	O
Sunday	O
evening	O
traffic	O
Sukhsagar	LOCATION
Mumbai	O
from	O
the	O
back	O
seat	O
of	O
a	O
taxi	O
both	O
Pune	LOCATION
and	O
Bangalore	LOCATION
are	O
very	O
irritating	O
Small	O
town	O
types	O
but	O
traffic	O
worse	O
than	O
Mumbai	LOCATION
Mumbai	LOCATION
18yearold	O
welder	O
14yearold	O
aide	O
killed	O
as	O
fuel	O
tank	O
explodes	O
Protests	O
against	O
dirty	O
Yamuna	LOCATION
Land	O
Bill	O
cripple	O
traffic	O
across	O
Delhi	LOCATION
Traffic	O
Jam	O
from	O
Chemur	LOCATION
Tilaknagar	LOCATION
to	O
Maharashtra	LOCATION
Nagar	LOCATION
Kurla	LOCATION
West	O
MumbaiVia	O
TrafflineApp	O
User	O
Hasan	O
Shaikh	O
is	O
there	O
a	O
jam	O
still	O
at	O
Vasant	LOCATION
Kunj	LOCATION
near	O
the	O
malls	O
Planning	O
to	O
take	O
that	O
route	O
instead	O
of	O
NH8	LOCATION
back	O
to	O
Gurgaon	LOCATION
from	O
Delhi	O
Kariappa	LOCATION
Marg	LOCATION
crazily	O
busy	O
Hello	O
I	O
have	O
moved	O
100	O
mts	O
in	O
last	O
1	O
hour	O
mybad	O
Road	O
Okhla	LOCATION
And	O
this	O
is	O
regular	O
pain	O
to	O
endure	O
“	O
I	O
wil	O
tweet	O
you	O
evrydy	O
to	O
ask	O
about	O
your	O
Govts	O
plan	O
of	O
rmving	O
WEH	O
traffic	O
congestion	O
in	O
Mumbai	LOCATION
After	O
3	O
days	O
in	O
isolation	O
when	O
you	O
suddenly	O
step	O
out	O
to	O
Mumbai	LOCATION
traffic	O
the	O
cacophony	O
feels	O
like	O
well	O
tuned	O
music	O
Mumbai	LOCATION
weatheras	O
usual	O
Hot	O
and	O
sticky	O
sweaty	O
traffic	O
TRAFFIC	O
at	O
920	O
AM	O
platform	O
road	O
Madivala	LOCATION
checkpost	O
Agara	LOCATION
road	O
jn	O
Old	O
airport	O
road	O
Ballari	LOCATION
road	O
and	O
Hoodi-main	LOCATION
road	O
Jai	O
hind	O
At	O
Peeragarhi	LOCATION
Chowk	LOCATION
turn	O
towards	O
Mangol	LOCATION
Puri	LOCATION
is	O
mostly	O
jammed	O
because	O
buses	O
Etc	O
are	O
stopping	O
in	O
center	O
of	O
road	O
NarendraModi	O
NamaskarPls	O
ensure	O
better	O
management	O
of	O
Traffic	O
Parking	O
in	O
Delhi	LOCATION
as	O
POLICE	O
is	O
Under	O
MHA	O
ITLL	O
BE	O
IMMEDIATE	O
RELIEF	O
SirPlease	O
take	O
action	O
on	O
Roads	O
and	O
traffic	O
jams	O
in	O
Bangalore	O
all	O
people	O
are	O
suffering	O
lot	O
because	O
of	O
damaged	O
roads	O
and	O
it	O
Noida	LOCATION
sector	O
18	O
to	O
DoNotDisturb	O
packed	O
palaceRoad	O
chockablock	O
with	O
traffic	O
because	O
right	O
turn	O
at	O
Windsor	LOCATION
manor	LOCATION
cut	O
off	O
traffic	O
Bengaluru	LOCATION
People	O
in	O
Mumbai	LOCATION
actually	O
don't	O
know	O
to	O
maintain	O
lanes	O
during	O
traffic	O
nonsense	O
traffic	O
moving	O
at	O
snail	O
pace	O
near	O
Azad	LOCATION
Market	O
Sadar	LOCATION
Bazar	LOCATION
from	O
Karol	LOCATION
Bagh	LOCATION
Whats	O
the	O
situation	O
from	O
Borivli	LOCATION
station	O
east	O
to	O
Powai	LOCATION
Hahaha	O
Come	O
to	O
Goregaon	LOCATION
traffic	O
signal	O
in	O
Mumbai	O
Youll	O
realise	O
that	O
we	O
all	O
do	O
In	O
Mumbai	LOCATION
we	O
take	O
